Season,Seed,TeamID,Region,Num
1988,Z04,1424,Z,4
1988,Z05,1234,Z,4
1988,Z06,1196,Z,6
1988,Z07,1461,Z,7
1988,Z08,1371,Z,8
1988,Z09,1431,Z,9
1988,Z10,1258,Z,10
1988,Z11,1385,Z,11
1988,Z12,1199,Z,12
1988,Z13,1283,Z,13
1988,Z14,1129,Z,14
1988,Z15,1317,Z,15
1988,Z16,1165,Z,16
1989,W01,1207,W,1
1989,W02,1181,W,2
1989,W03,1390,W,3
1989,W04,1234,W,4
1989,W05,1301,W,4
1989,W06,1243,W,6
1989,W07,1452,W,7
1989,W08,1435,W,8
1989,W09,1323,W,9
1989,W10,1397,W,10
1989,W11,1278,W,11
1989,W12,1376,W,12
1989,W13,1353,W,13
1989,W14,1373,W,14
1989,W15,1354,W,15
1989,W16,1343,W,16
1989,X01,1112,X,1
1989,X02,1231,X,2
1989,X03,1371,X,3
1989,X04,1424,X,4
1989,X05,1272,X,4
1989,X06,1333,X,6
1989,X07,1431,X,7
1989,X08,1388,X,8
1989,X09,1155,X,9
1989,X10,1261,X,10
1989,X11,1191,X,11
1989,X12,1177,X,12
1989,X13,1225,X,13
1989,X14,1283,X,14
1989,X15,1206,X,15
1989,X16,1352,X,16
1989,Y01,1228,Y,1
1989,Y02,1393,Y,2
1989,Y03,1281,Y,3
1989,Y04,1257,Y,4
1989,Y05,1116,Y,4
1989,Y06,1210,Y,6
1989,Y07,1196,Y,7
1989,Y08,1338,Y,8
1989,Y09,1123,Y,9
1989,Y10,1161,Y,10
1989,Y11,1400,Y,11
1989,Y12,1258,Y,12
1989,Y13,1114,Y,13
1989,Y14,1166,Y,14
1989,Y15,1137,Y,15
1989,Y16,1270,Y,16
1989,Z01,1328,Z,1
1989,Z02,1314,Z,2
1989,Z03,1276,Z,3
1989,Z04,1199,Z,4
1989,Z05,1438,Z,4
1989,Z06,1104,Z,6
1989,Z07,1417,Z,7
1989,Z08,1247,Z,8
1989,Z09,1256,Z,9
1989,Z10,1235,Z,10
1989,Z11,1375,Z,11
1989,Z12,1344,Z,12
1989,Z13,1292,Z,13
1989,Z14,1462,Z,14
1989,Z15,1380,Z,15
1989,Z16,1190,Z,16
1990,W01,1163,W,1
1990,W02,1242,W,2
1990,W03,1181,W,3
1990,W04,1247,W,4
1990,W05,1155,W,4
1990,W06,1385,W,6
1990,W07,1417,W,7
1990,W08,1231,W,8
1990,W09,1143,W,9
1990,W10,1412,W,10
1990,W11,1396,W,11
1990,W12,1140,W,12
1990,W13,1379,W,13
1990,W14,1350,W,14
1990,W15,1352,W,15
1990,W16,1131,W,16
1990,X01,1328,X,1
1990,X02,1345,X,2
1990,X03,1207,X,3
1990,X04,1116,X,4
1990,X05,1228,X,4
1990,X06,1462,X,6
1990,X07,1208,X,7
1990,X08,1314,X,8
1990,X09,1283,X,9
1990,X10,1400,X,10
1990,X11,1243,X,11
1990,X12,1173,X,12
1990,X13,1343,X,13
1990,X14,1411,X,14
1990,X15,1419,X,15
1990,X16,1406,X,16
1990,Y01,1277,Y,1
1990,Y02,1393,Y,2
1990,Y03,1281,Y,3
1990,Y04,1210,Y,4
1990,Y05,1261,Y,4
1990,Y06,1278,Y,6
1990,Y07,1438,Y,7
1990,Y08,1222,Y,8
1990,Y09,1364,Y,9
1990,Y10,1323,Y,10
1990,Y11,1431,Y,11
1990,Y12,1437,Y,12
1990,Y13,1190,Y,13
1990,Y14,1320,Y,14
1990,Y15,1164,Y,15
1990,Y16,1293,Y,16
1990,Z01,1424,Z,1
1990,Z02,1112,Z,2
1990,Z03,1276,Z,3
1990,Z04,1257,Z,4
1990,Z05,1333,Z,4
1990,Z06,1308,Z,6
1990,Z07,1104,Z,7
1990,Z08,1326,Z,8
1990,Z09,1344,Z,9
1990,Z10,1161,Z,10
1990,Z11,1258,Z,11
1990,Z12,1123,Z,12
1990,Z13,1225,Z,13
1990,Z14,1229,Z,14
1990,Z15,1378,Z,15
1990,Z16,1114,Z,16
1991,W01,1314,W,1
1991,W02,1393,W,2
1991,W03,1329,W,3
1991,W04,1417,W,4
1991,W05,1280,W,4
1991,W06,1301,W,6
1991,W07,1345,W,7
1991,W08,1343,W,8
1991,W09,1437,W,9
1991,W10,1396,W,10
1991,W11,1379,W,11
1991,W12,1185,W,12
1991,W13,1336,W,13
1991,W14,1307,W,14
1991,W15,1350,W,15
1991,W16,1318,W,16
1991,X01,1116,X,1
1991,X02,1231,X,2
1991,X03,1242,X,3
1991,X04,1104,X,4
1991,X05,1448,X,4
1991,X06,1338,X,6
1991,X07,1199,X,7
1991,X08,1113,X,8
1991,X09,1353,X,9
1991,X10,1425,X,10
1991,X11,1208,X,11
1991,X12,1256,X,12
1991,X13,1293,X,13
1991,X14,1309,X,14
1991,X15,1157,X,15
1991,X16,1209,X,16
1991,Y01,1326,Y,1
1991,Y02,1181,Y,2
1991,Y03,1304,Y,3
1991,Y04,1385,Y,4
1991,Y05,1400,Y,4
1991,Y06,1261,Y,6
1991,Y07,1234,Y,7
1991,Y08,1210,Y,8
1991,Y09,1177,Y,9
1991,Y10,1190,Y,10
1991,Y11,1163,Y,11
1991,Y12,1389,Y,12
1991,Y13,1296,Y,13
1991,Y14,1462,Y,14
1991,Y15,1419,Y,15
1991,Y16,1406,Y,16
1991,Z01,1424,Z,1
1991,Z02,1112,Z,2
1991,Z03,1371,Z,3
1991,Z04,1428,Z,4
1991,Z05,1277,Z,4
1991,Z06,1308,Z,6
1991,Z07,1438,Z,7
1991,Z08,1207,Z,8
1991,Z09,1435,Z,9
1991,Z10,1140,Z,10
1991,Z11,1166,Z,11
1991,Z12,1453,Z,12
1991,Z13,1375,Z,13
1991,Z14,1337,Z,14
1991,Z15,1384,Z,15
1991,Z16,1285,Z,16
1992,W01,1181,W,1
1992,W02,1246,W,2
1992,W03,1269,W,3
1992,W04,1371,W,4
1992,W05,1281,W,4
1992,W06,1393,W,6
1992,W07,1150,W,7
1992,W08,1400,W,8
1992,W09,1234,W,9
1992,W10,1235,W,10
1992,W11,1343,W,11
1992,W12,1452,W,12
1992,W13,1247,W,13
1992,W14,1200,W,14
1992,W15,1330,W,15
1992,W16,1144,W,16
1992,X01,1417,X,1
1992,X02,1231,X,2
1992,X03,1199,X,3
1992,X04,1328,X,4
1992,X05,1177,X,4
1992,X06,1207,X,6
1992,X07,1261,X,7
1992,X08,1257,X,8
1992,X09,1448,X,9
1992,X10,1140,X,10
1992,X11,1378,X,11
1992,X12,1308,X,12
1992,X13,1418,X,13
1992,X14,1285,X,14
1992,X15,1183,X,15
1992,X16,1352,X,16
1992,Y01,1242,Y,1
1992,Y02,1425,Y,2
1992,Y03,1116,Y,3
1992,Y04,1153,Y,4
1992,Y05,1277,Y,4
1992,Y06,1272,Y,6
1992,Y07,1210,Y,7
1992,Y08,1191,Y,8
1992,Y09,1431,Y,9
1992,Y10,1222,Y,10
1992,Y11,1337,Y,11
1992,Y12,1283,Y,12
1992,Y13,1174,Y,13
1992,Y14,1293,Y,14
1992,Y15,1419,Y,15
1992,Y16,1224,Y,16
1992,Z01,1326,Z,1
1992,Z02,1329,Z,2
1992,Z03,1112,Z,3
1992,Z04,1314,Z,4
1992,Z05,1104,Z,4
1992,Z06,1276,Z,6
1992,Z07,1385,Z,7
1992,Z08,1304,Z,8
1992,Z09,1163,Z,9
1992,Z10,1408,Z,10
1992,Z11,1396,Z,11
1992,Z12,1390,Z,12
1992,Z13,1275,Z,13
1992,Z14,1190,Z,14
1992,Z15,1204,Z,15
1992,Z16,1290,Z,16
1993,W01,1314,W,1
1993,W02,1153,W,2
1993,W03,1269,W,3
1993,W04,1116,W,4
1993,W05,1385,W,4
1993,W06,1438,W,6
1993,W07,1308,W,7
1993,W08,1348,W,8
1993,W09,1345,W,9
1993,W10,1304,W,10
1993,W11,1264,W,11
1993,W12,1403,W,12
1993,W13,1221,W,13
1993,W14,1335,W,14
1993,W15,1164,W,15
1993,W16,1187,W,16
1993,X01,1231,X,1
1993,X02,1242,X,2
1993,X03,1181,X,3
1993,X04,1257,X,4
1993,X05,1329,X,4
1993,X06,1143,X,6
1993,X07,1140,X,7
1993,X08,1309,X,8
1993,X09,1462,X,9
1993,X10,1374,X,10
1993,X11,1261,X,11
1993,X12,1266,X,12
1993,X13,1174,X,13
1993,X14,1356,X,14
1993,X15,1123,X,15
1993,X16,1460,X,16
1993,Y01,1246,Y,1
1993,Y02,1371,Y,2
1993,Y03,1199,Y,3
1993,Y04,1234,Y,4
1993,Y05,1448,Y,4
1993,Y06,1243,Y,6
1993,Y07,1443,Y,7
1993,Y08,1428,Y,8
1993,Y09,1338,Y,9
1993,Y10,1272,Y,10
1993,Y11,1408,Y,11
1993,Y12,1151,Y,12
1993,Y13,1419,Y,13
1993,Y14,1191,Y,14
1993,Y15,1398,Y,15
1993,Y16,1351,Y,16
1993,Z01,1276,Z,1
1993,Z02,1112,Z,2
1993,Z03,1435,Z,3
1993,Z04,1210,Z,4
1993,Z05,1307,Z,4
1993,Z06,1228,Z,6
1993,Z07,1396,Z,7
1993,Z08,1235,Z,8
1993,Z09,1417,Z,9
1993,Z10,1281,Z,10
1993,Z11,1253,Z,11
1993,Z12,1203,Z,12
1993,Z13,1380,Z,13
1993,Z14,1129,Z,14
1993,Z15,1365,Z,15
1993,Z16,1157,Z,16
1994,W01,1314,W,1
1994,W02,1163,W,2
1994,W03,1196,W,3
1994,W04,1396,W,4
1994,W05,1231,W,4
1994,W06,1304,W,6
1994,W07,1412,W,7
1994,W08,1450,W,8
1994,W09,1130,W,9
1994,W10,1203,W,10
1994,W11,1335,W,11
1994,W12,1325,W,12
1994,W13,1180,W,13
1994,W14,1241,W,14
1994,W15,1351,W,15
1994,W16,1251,W,16
1994,X01,1345,X,1
1994,X02,1181,X,2
1994,X03,1246,X,3
1994,X04,1242,X,4
1994,X05,1448,X,4
1994,X06,1266,X,6
1994,X07,1277,X,7
1994,X08,1344,X,8
1994,X09,1104,X,9
1994,X10,1371,X,10
1994,X11,1418,X,11
1994,X12,1158,X,12
1994,X13,1151,X,13
1994,X14,1398,X,14
1994,X15,1411,X,15
1994,X16,1416,X,16
1994,Y01,1116,Y,1
1994,Y02,1269,Y,2
1994,Y03,1276,Y,3
1994,Y04,1329,Y,4
1994,Y05,1417,Y,4
1994,Y06,1400,Y,6
1994,Y07,1387,Y,7
1994,Y08,1228,Y,8
1994,Y09,1207,Y,9
1994,Y10,1268,Y,10
1994,Y11,1443,Y,11
1994,Y12,1409,Y,12
1994,Y13,1308,Y,13
1994,Y14,1337,Y,14
1994,Y15,1402,Y,15
1994,Y16,1299,Y,16
1994,Z01,1281,Z,1
1994,Z02,1112,Z,2
1994,Z03,1257,Z,3
1994,Z04,1393,Z,4
1994,Z05,1143,Z,4
1994,Z06,1278,Z,6
1994,Z07,1438,Z,7
1994,Z08,1153,Z,8
1994,Z09,1458,Z,9
1994,Z10,1307,Z,10
1994,Z11,1356,Z,11
1994,Z12,1453,Z,12
1994,Z13,1218,Z,13
1994,Z14,1129,Z,14
1994,Z15,1259,Z,15
1994,Z16,1298,Z,16
1995,W01,1448,W,1
1995,W02,1269,W,2
1995,W03,1437,W,3
1995,W04,1329,W,4
1995,W05,1104,W,4
1995,W06,1409,W,6
1995,W07,1150,W,7
1995,W08,1278,W,8
1995,W09,1387,W,9
1995,W10,1390,W,10
1995,W11,1228,W,11
1995,W12,1335,W,12
1995,W13,1180,W,13
1995,W14,1330,W,14
1995,W15,1389,W,15
1995,W16,1299,W,16
1995,X01,1417,X,1
1995,X02,1163,X,2
1995,X03,1268,X,3
1995,X04,1428,X,4
1995,X05,1280,X,4
1995,X06,1332,X,6
1995,X07,1153,X,7
1995,X08,1281,X,8
1995,X09,1231,X,9
1995,X10,1396,X,10
1995,X11,1400,X,11
1995,X12,1365,X,12
1995,X13,1253,X,13
1995,X14,1211,X,14
1995,X15,1151,X,15
1995,X16,1198,X,16
1995,Y01,1242,Y,1
1995,Y02,1116,Y,2
1995,Y03,1345,Y,3
1995,Y04,1438,Y,4
1995,Y05,1112,Y,4
1995,Y06,1272,Y,6
1995,Y07,1393,Y,7
1995,Y08,1443,Y,8
1995,Y09,1276,Y,9
1995,Y10,1356,Y,10
1995,Y11,1257,Y,11
1995,Y12,1275,Y,12
1995,Y13,1311,Y,13
1995,Y14,1453,Y,14
1995,Y15,1411,Y,15
1995,Y16,1159,Y,16
1995,Z01,1246,Z,1
1995,Z02,1314,Z,2
1995,Z03,1277,Z,3
1995,Z04,1328,Z,4
1995,Z05,1113,Z,4
1995,Z06,1207,Z,6
1995,Z07,1235,Z,7
1995,Z08,1140,Z,8
1995,Z09,1408,Z,9
1995,Z10,1196,Z,10
1995,Z11,1462,Z,11
1995,Z12,1123,Z,12
1995,Z13,1264,Z,13
1995,Z14,1451,Z,14
1995,Z15,1293,Z,15
1995,Z16,1291,Z,16
1996,W01,1269,W,1
1996,W02,1207,W,2
1996,W03,1403,W,3
1996,W04,1266,W,4
1996,W05,1336,W,4
1996,W06,1314,W,6
1996,W07,1307,W,7
1996,W08,1133,W,8
1996,W09,1390,W,9
1996,W10,1243,W,10
1996,W11,1309,W,11
1996,W12,1116,W,12
1996,W13,1284,W,13
1996,W14,1296,W,14
1996,W15,1290,W,15
1996,W16,1416,W,16
1996,X01,1246,X,1
1996,X02,1448,X,2
1996,X03,1437,X,3
1996,X04,1428,X,4
1996,X05,1235,X,4
1996,X06,1257,X,6
1996,X07,1276,X,7
1996,X08,1453,X,8
1996,X09,1439,X,9
1996,X10,1400,X,10
1996,X11,1409,X,11
1996,X12,1143,X,12
1996,X13,1145,X,13
1996,X14,1339,X,14
1996,X15,1419,X,15
1996,X16,1363,X,16
1996,Y01,1163,Y,1
1996,Y02,1153,Y,2
1996,Y03,1210,Y,3
1996,Y04,1417,Y,4
1996,Y05,1280,Y,4
1996,Y06,1231,Y,6
1996,Y07,1396,Y,7
1996,Y08,1181,Y,8
1996,Y09,1185,Y,9
1996,Y10,1328,Y,10
1996,Y11,1130,Y,11
1996,Y12,1433,Y,12
1996,Y13,1343,Y,13
1996,Y14,1122,Y,14
1996,Y15,1422,Y,15
1996,Y16,1159,Y,16
1996,Z01,1345,Z,1
1996,Z02,1242,Z,2
1996,Z03,1112,Z,3
1996,Z04,1393,Z,4
1996,Z05,1272,Z,4
1996,Z06,1234,Z,6
1996,Z07,1268,Z,7
1996,Z08,1208,Z,8
1996,Z09,1155,Z,9
1996,Z10,1365,Z,10
1996,Z11,1203,Z,11
1996,Z12,1180,Z,12
1996,Z13,1286,Z,13
1996,Z14,1434,Z,14
1996,Z15,1354,Z,15
1996,Z16,1441,Z,16
1997,W01,1314,W,1
1997,W02,1376,W,2
1997,W03,1307,W,3
1997,W04,1437,W,4
1997,W05,1143,W,4
1997,W06,1257,W,6
1997,W07,1458,W,7
1997,W08,1231,W,8
1997,W09,1160,W,9
1997,W10,1400,W,10
1997,W11,1269,W,11
1997,W12,1343,W,12
1997,W13,1254,W,13
1997,W14,1330,W,14
1997,W15,1164,W,15
1997,W16,1193,W,16
1997,X01,1242,X,1
1997,X02,1181,X,2
1997,X03,1208,X,3
1997,X04,1112,X,4
1997,X05,1268,X,4
1997,X06,1228,X,6
1997,X07,1266,X,7
1997,X08,1345,X,8
1997,X09,1348,X,9
1997,X10,1344,X,10
1997,X11,1425,X,11
1997,X12,1158,X,12
1997,X13,1375,X,13
1997,X14,1151,X,14
1997,X15,1293,X,15
1997,X16,1238,X,16
1997,Y01,1278,Y,1
1997,Y02,1417,Y,2
1997,Y03,1153,Y,3
1997,Y04,1155,Y,4
1997,Y05,1409,Y,4
1997,Y06,1235,Y,6
1997,Y07,1462,Y,7
1997,Y08,1279,Y,8
1997,Y09,1396,Y,9
1997,Y10,1435,Y,10
1997,Y11,1229,Y,11
1997,Y12,1131,Y,12
1997,Y13,1275,Y,13
1997,Y14,1139,Y,14
1997,Y15,1149,Y,15
1997,Y16,1402,Y,16
1997,Z01,1246,Z,1
1997,Z02,1428,Z,2
1997,Z03,1448,Z,3
1997,Z04,1386,Z,4
1997,Z05,1130,Z,4
1997,Z06,1390,Z,6
1997,Z07,1150,Z,7
1997,Z08,1234,Z,8
1997,Z09,1438,Z,9
1997,Z10,1207,Z,10
1997,Z11,1328,Z,11
1997,Z12,1434,Z,12
1997,Z13,1334,Z,13
1997,Z14,1388,Z,14
1997,Z15,1298,Z,15
1997,Z16,1285,Z,16
1998,W01,1314,W,1
1998,W02,1163,W,2
1998,W03,1376,W,3
1998,W04,1277,W,4
1998,W05,1343,W,4
1998,W06,1462,W,6
1998,W07,1231,W,7
1998,W08,1150,W,8
1998,W09,1227,W,9
1998,W10,1328,W,10
1998,W11,1449,W,11
1998,W12,1424,W,12
1998,W13,1185,W,13
1998,W14,1350,W,14
1998,W15,1192,W,15
1998,W16,1298,W,16
1998,X01,1112,X,1
1998,X02,1153,X,2
1998,X03,1428,X,3
1998,X04,1268,X,4
1998,X05,1228,X,4
1998,X06,1116,X,6
1998,X07,1396,X,7
1998,X08,1397,X,8
1998,X09,1229,X,9
1998,X10,1452,X,10
1998,X11,1304,X,11
1998,X12,1375,X,12
1998,X13,1429,X,13
1998,X14,1362,X,14
1998,X15,1319,X,15
1998,X16,1311,X,16
1998,Y01,1242,Y,1
1998,Y02,1345,Y,2
1998,Y03,1390,Y,3
1998,Y04,1279,Y,4
1998,Y05,1395,Y,4
1998,Y06,1155,Y,6
1998,Y07,1385,Y,7
1998,Y08,1348,Y,8
1998,Y09,1293,Y,9
1998,Y10,1178,Y,10
1998,Y11,1444,Y,11
1998,Y12,1199,Y,12
1998,Y13,1434,Y,13
1998,Y14,1158,Y,14
1998,Y15,1174,Y,15
1998,Y16,1341,Y,16
1998,Z01,1181,Z,1
1998,Z02,1246,Z,2
1998,Z03,1276,Z,3
1998,Z04,1307,Z,4
1998,Z05,1393,Z,4
1998,Z06,1417,Z,6
1998,Z07,1269,Z,7
1998,Z08,1329,Z,8
1998,Z09,1203,Z,9
1998,Z10,1387,Z,10
1998,Z11,1274,Z,11
1998,Z12,1233,Z,12
1998,Z13,1139,Z,13
1998,Z14,1172,Z,14
1998,Z15,1354,Z,15
1998,Z16,1347,Z,16
1999,W01,1181,W,1
1999,W02,1274,W,2
1999,W03,1153,W,3
1999,W04,1397,W,4
1999,W05,1458,W,4
1999,W06,1396,W,6
1999,W07,1400,W,7
1999,W08,1158,W,8
1999,W09,1409,W,9
1999,W10,1345,W,10
1999,W11,1245,W,11
1999,W12,1283,W,12
1999,W13,1174,W,13
1999,W14,1206,W,14
1999,W15,1248,W,15
1999,W16,1197,W,16
1999,X01,1277,X,1
1999,X02,1428,X,2
1999,X03,1246,X,3
1999,X04,1112,X,4
1999,X05,1150,X,4
1999,X06,1242,X,6
1999,X07,1449,X,7
1999,X08,1437,X,8
1999,X09,1279,X,9
1999,X10,1275,X,10
1999,X11,1191,X,11
1999,X12,1348,X,12
1999,X13,1328,X,13
1999,X14,1308,X,14
1999,X15,1117,X,15
1999,X16,1291,X,16
1999,Y01,1120,Y,1
1999,Y02,1268,Y,2
1999,Y03,1385,Y,3
1999,Y04,1326,Y,4
1999,Y05,1417,Y,4
1999,Y06,1231,Y,6
1999,Y07,1257,Y,7
1999,Y08,1393,Y,8
1999,Y09,1329,Y,9
1999,Y10,1166,Y,10
1999,Y11,1203,Y,11
1999,Y12,1178,Y,12
1999,Y13,1293,Y,13
1999,Y14,1359,Y,14
1999,Y15,1434,Y,15
1999,Y16,1457,Y,16
1999,Z01,1163,Z,1
1999,Z02,1390,Z,2
1999,Z03,1314,Z,3
1999,Z04,1116,Z,4
1999,Z05,1234,Z,4
1999,Z06,1196,Z,6
1999,Z07,1278,Z,7
1999,Z08,1281,Z,8
1999,Z09,1307,Z,9
1999,Z10,1211,Z,10
1999,Z11,1335,Z,11
1999,Z12,1412,Z,12
1999,Z13,1373,Z,13
1999,Z14,1451,Z,14
1999,Z15,1108,Z,15
1999,Z16,1427,Z,16
2000,W01,1181,W,1
2000,W02,1396,W,2
2000,W03,1329,W,3
2000,W04,1228,W,4
2000,W05,1196,W,4
2000,W06,1231,W,6
2000,W07,1332,W,7
2000,W08,1242,W,8
2000,W09,1177,W,9
2000,W10,1371,W,10
2000,W11,1337,W,11
2000,W12,1139,W,12
2000,W13,1335,W,13
2000,W14,1220,W,14
2000,W15,1248,W,15
2000,W16,1249,W,16
2000,X01,1390,X,1
2000,X02,1153,X,2
2000,X03,1326,X,3
2000,X04,1397,X,4
2000,X05,1163,X,4
2000,X06,1274,X,6
2000,X07,1409,X,7
2000,X08,1314,X,8
2000,X09,1281,X,9
2000,X10,1424,X,10
2000,X11,1116,X,11
2000,X12,1429,X,12
2000,X13,1418,X,13
2000,X14,1111,X,14
2000,X15,1423,X,15
2000,X16,1354,X,16
2000,Y01,1277,Y,1
2000,Y02,1235,Y,2
2000,Y03,1268,Y,3
2000,Y04,1393,Y,4
2000,Y05,1246,Y,4
2000,Y06,1417,Y,6
2000,Y07,1120,Y,7
